src,dst,dist
"v39023","v30473",95
"v39023","v31141",45
"v39023","v41023",17
"v39023","v41079",15
"v39023","v41080",12
"v39023","v41081",46
"v39023","v41082",88
"v39023","v41083",66
"v39025","v6136",99
"v39025","v10851",52
"v39025","v23650",39
"v39025","v30420",79
"v39025","v31690",87
"v39025","v41086",78
"v39025","v41087",69
"v39025","v41088",94
"v39025","v41089",51
"v39025","v41090",26
"v39031","v32037",96
"v39033","v33546",55
"v39033","v42959",88
"v39033","v43604",83
"v39033","v43605",7
"v39033","v43606",9
"v39033","v43607",73
"v39033","v43608",17
"v39033","v43609",20
"v39033","v43610",74
"v39033","v43611",74
"v39040","v2132",36
"v39040","v7405",78
"v39040","v9969",75
"v39040","v12870",20
"v39040","v14538",62
"v39040","v22962",77
"v39040","v29622",88
"v39040","v30067",43
"v39040","v39121",7
"v39040","v39122",30
"v39045","v488",55
"v39045","v10514",81
"v39045","v24868",100
"v39045","v26668",49
"v39045","v33645",71
"v39045","v44906",57
"v39045","v44907",16
"v39045","v44908",57
"v39045","v44909",12
"v39047","v6294",63
"v39047","v7215",65
"v39047","v22052",56
"v39047","v27934",54
"v39047","v28256",60
"v39047","v43815",96
"v39047","v47691",18
"v39047","v47692",95
"v39047","v47693",46
"v39047","v47694",92
"v39050","v6433",60
"v39050","v14030",39
"v39050","v14986",65
"v39050","v17752",69
"v39050","v19590",61
"v39050","v31252",48
"v39050","v34461",62
"v39050","v45292",65
"v39050","v48886",61
"v39050","v48887",59
"v39053","v660",67
"v39053","v841",15
"v39053","v2086",34
"v39053","v2484",26
"v39053","v16209",49
"v39053","v29023",57
"v39053","v29601",99
"v39053","v34008",7
"v39053","v41644",78
"v39053","v41645",27
"v39056","v993",8
"v39056","v6661",71
"v39056","v7910",100
"v39056","v16038",53
"v39056","v19494",32
"v39056","v25478",14
"v39056","v29985",58
"v39056","v37814",62
"v39056","v41646",1
"v39056","v41647",18
"v39058","v41825",52
"v39064","v41216",63
"v39064","v41760",67
"v39069","v61",80
"v39069","v2328",18
"v39069","v4209",35
"v39069","v26673",36
"v39069","v29356",57
"v39069","v32597",68
"v39069","v33174",75
"v39069","v44000",90
"v39069","v44001",40
"v39069","v44002",12
"v39071","v39276",11
"v39076","v722",50
"v39076","v30070",44
"v39076","v31287",68
"v39076","v34481",39
"v39076","v38371",36
"v39076","v41359",66
"v39076","v41360",59
"v39076","v41361",12
"v39076","v41362",39
"v39076","v41363",90
"v39085","v1415",44
"v39085","v8971",8
"v39085","v12608",39
"v39085","v16662",4
"v39085","v24130",36
"v39085","v36191",20
"v39085","v37448",62
"v39085","v38310",32
"v39085","v40146",61
"v39085","v40147",17
"v39088","v40148",6
"v39089","v6128",84
"v39089","v7180",28
"v39089","v14038",95
"v39089","v15297",22
"v39089","v29307",48
"v39089","v33522",17
"v39089","v35888",10
"v39089","v37597",25
"v39089","v40149",98
"v39089","v40150",4
"v39090","v7875",14
"v39090","v12050",50
"v39090","v17904",18
"v39090","v24510",64
"v39090","v36601",58
"v39090","v39921",40
"v39090","v40151",68
"v39090","v40152",55
"v39090","v40153",70
"v39090","v40154",96
"v39098","v4382",9
"v39098","v5927",6
"v39098","v10197",99
"v39098","v13538",15
"v39098","v14625",6
"v39098","v25197",60
"v39098","v39893",79
"v39098","v42345",37
"v39098","v42346",74
"v39098","v42347",58
"v39101","v12247",25
"v39101","v19424",100
"v39101","v22650",58
"v39101","v22861",20
"v39101","v26017",87
"v39101","v36773",26
"v39101","v42195",68
"v39101","v42348",81
"v39101","v42349",98
"v39112","v810",41
"v39112","v1643",34
"v39112","v1930",91
"v39112","v23786",15
"v39112","v39625",96
"v39112","v39626",28
"v39112","v39627",99
"v39112","v39628",41
"v39112","v39629",40
"v39112","v39630",13
"v39115","v75",52
"v39115","v14185",9
"v39115","v15095",9
"v39115","v28226",62
"v39115","v30238",93
"v39115","v31804",96
"v39115","v32152",63
"v39115","v39494",70
"v39115","v39495",96
"v39115","v39496",19
"v39121","v2031",48
"v39121","v5602",31
"v39121","v27397",75
"v39121","v34533",32
"v39121","v34617",28
"v39121","v36100",3
"v39121","v36350",16
"v39121","v37053",55
"v39121","v40309",60
"v39121","v40310",21
"v39132","v18562",46
"v39132","v27549",34
"v39132","v38570",36
"v39135","v5688",33
"v39135","v14498",93
"v39135","v18384",57
"v39135","v40671",5
"v39135","v40956",11
"v39139","v24321",46
"v39139","v30922",62
"v39139","v34055",76
"v39139","v34678",58
"v39139","v38622",20
"v39139","v40312",73
"v39139","v41200",5
"v39139","v41201",91
"v39139","v41202",30
"v39139","v41203",25
"v39151","v15790",99
"v39151","v16122",40
"v39151","v18408",62
"v39151","v21718",15
"v39151","v25390",46
"v39151","v28562",43
"v39151","v29545",54
"v39151","v36804",21
"v39151","v42585",69
"v39151","v42586",71
"v39154","v1372",10
"v39154","v2634",45
"v39154","v31834",31
"v39154","v35537",72
"v39154","v46320",76
"v39154","v46321",2
"v39154","v46322",56
"v39154","v46323",10
"v39154","v46324",85
"v39154","v46325",98
"v39155","v14223",93
"v39155","v15463",31
"v39155","v17390",42
"v39155","v18959",54
"v39155","v23848",6
"v39155","v25644",63
"v39155","v26293",82
"v39155","v35561",40
"v39155","v44104",56
"v39155","v46326",16
"v39156","v1617",40
"v39156","v9084",9
"v39156","v10850",78
"v39156","v30642",39
"v39156","v30656",89
"v39156","v30744",100
"v39156","v40763",9
"v39156","v41531",19
"v39156","v41608",13
"v39156","v46327",52
"v39157","v40866",27
"v39158","v3082",18
"v39158","v5606",30
"v39158","v10148",17
"v39158","v29778",38
"v39158","v31027",70
"v39158","v38168",50
"v39158","v40867",45
"v39158","v40868",96
"v39158","v40869",71
"v39158","v40870",94
"v39161","v4821",43
"v39161","v14113",8
"v39161","v20030",6
"v39161","v39502",20
"v39167","v2235",26
"v39167","v2707",44
"v39167","v17740",76
"v39167","v19459",73
"v39167","v28019",70
"v39167","v38602",34
"v39167","v39658",73
"v39167","v39659",61
"v39167","v39660",6
"v39167","v39661",9
"v39169","v9924",65
"v39169","v17158",68
"v39169","v30035",87
"v39169","v30546",50
"v39169","v36009",26
"v39169","v36994",37
"v39169","v38106",7
"v39169","v39668",90
"v39169","v39669",82
"v39169","v39670",80
"v39170","v3790",100
"v39170","v9407",91
"v39170","v35554",7
"v39170","v38810",98
"v39170","v39234",53
"v39170","v39235",73
"v39170","v39236",26
"v39170","v39237",51
"v39170","v39238",9
"v39170","v39239",90
"v39173","v16188",55
"v39173","v26315",89
"v39173","v39431",82
"v39173","v39432",26
"v39173","v39433",45
"v39173","v39434",8
"v39173","v39435",73
"v39173","v39436",58
"v39173","v39437",58
"v39179","v1901",99
"v39179","v1902",10
"v39179","v1907",10
"v39179","v5299",61
"v39179","v7541",1
"v39179","v9682",10
"v39179","v10865",28
"v39179","v12995",60
"v39179","v13193",1
"v39179","v13820",41
"v39186","v37044",65
"v39186","v41141",40
"v39190","v7335",47
"v39190","v8548",55
"v39190","v19930",11
"v39190","v27341",40
"v39190","v30833",46
"v39190","v39608",16
"v39190","v41142",2
"v39190","v41143",15
"v39190","v41144",1
"v39190","v41145",70
"v39201","v39286",24
"v39202","v15352",20
"v39202","v19016",31
"v39202","v24480",65
"v39202","v37543",88
"v39202","v38154",63
"v39202","v41292",19
"v39202","v41293",91
"v39202","v41294",94
"v39202","v41295",49
"v39202","v41296",74
"v39208","v5261",87
"v39208","v14491",86
"v39208","v33591",90
"v39208","v39118",13
"v39208","v41850",80
"v39208","v41851",55
"v39208","v41852",73
"v39208","v41853",61
"v39208","v41854",34
"v39208","v41855",2
"v39215","v7477",96
"v39215","v10722",1
"v39215","v16731",36
"v39215","v24073",41
"v39215","v24598",82
"v39215","v28490",71
"v39215","v29667",50
"v39215","v39240",96
"v39215","v39241",61
"v39215","v39242",53
"v39240","v2983",10
"v39240","v4955",71
"v39240","v9611",47
"v39240","v11807",38
"v39240","v15475",45
"v39240","v19181",73
"v39240","v34568",98
"v39240","v43456",30
"v39240","v43457",75
"v39240","v43458",89
"v39241","v5164",70
"v39241","v5741",98
"v39241","v16587",21
"v39241","v24129",30
"v39241","v27161",6
"v39241","v31487",94
"v39241","v32687",42
"v39241","v39469",88
"v39241","v43335",29
"v39241","v44753",97
"v39250","v24915",56
"v39253","v1865",37
"v39253","v2821",3
"v39253","v28723",14
"v39253","v32549",65
"v39253","v32763",83
"v39253","v43427",71
"v39253","v43428",98
"v39253","v43429",28
"v39253","v43430",13
"v39253","v43431",40
"v39255","v5597",83
"v39255","v13477",72
"v39255","v16455",72
"v39255","v27301",70
"v39255","v29023",27
"v39255","v33676",87
"v39255","v36327",13
"v39255","v42059",1
"v39255","v42060",17
"v39255","v42061",68
"v39258","v11342",42
"v39258","v26136",29
"v39258","v27569",31
"v39258","v28628",91
"v39258","v38578",88
"v39258","v41006",55
"v39258","v41007",97
"v39258","v41008",35
"v39258","v41009",100
"v39258","v41010",1
"v39260","v10433",75
"v39260","v17906",13
"v39260","v18063",23
"v39260","v24360",45
"v39260","v24921",32
"v39260","v37683",94
"v39260","v43070",58
"v39260","v44480",90
"v39260","v44481",3
"v39260","v44482",64
"v39262","v10624",36
"v39262","v24118",99
"v39262","v29139",69
"v39262","v29648",90
"v39262","v34044",11
"v39262","v40295",21
"v39262","v42866",8
"v39262","v44483",76
"v39262","v44484",55
"v39262","v44485",17
"v39264","v3460",37
"v39264","v6110",11
"v39264","v17740",37
"v39264","v25520",62
"v39264","v30966",24
"v39264","v39986",62
"v39264","v40391",97
"v39264","v40392",16
"v39264","v40393",60
"v39264","v40394",54
"v39265","v36223",85
"v39268","v11078",51
"v39268","v11081",82
"v39268","v28662",6
"v39268","v34730",52
"v39268","v37621",38
"v39268","v37622",9
"v39268","v39202",15
"v39268","v39534",51
"v39268","v39535",49
"v39268","v39536",22
"v39269","v4709",18
"v39269","v14273",86
"v39269","v15888",14
"v39269","v34452",100
"v39269","v34980",81
"v39269","v38263",39
"v39269","v39537",37
"v39269","v39538",12
"v39269","v39539",81
"v39269","v39540",37
"v39270","v42",87
"v39270","v2452",14
"v39270","v9290",71
"v39270","v9658",89
"v39270","v18099",41
"v39270","v18173",6
"v39270","v37271",13
"v39270","v39541",71
"v39270","v39542",6
"v39270","v39543",88
"v39273","v5602",33
"v39273","v12694",100
"v39273","v14540",70
"v39273","v35538",7
"v39273","v36937",100
"v39273","v39432",89
"v39273","v42213",85
"v39273","v42214",22
"v39273","v42215",40
"v39273","v42216",17
"v39287","v19470",88
"v39287","v22584",72
"v39292","v411",9
"v39292","v1868",7
"v39292","v3200",55
"v39292","v10682",95
"v39292","v16361",15
"v39292","v19682",98
"v39292","v24672",34
"v39301","v39199",36
"v39304","v40219",87
"v39309","v19647",90
"v39309","v24485",51
"v39309","v27439",25
"v39309","v28070",6
"v39309","v38954",87
"v39309","v43417",38
"v39309","v43418",16
"v39309","v43419",1
"v39309","v43420",82
"v39314","v6890",36
"v39314","v9219",53
"v39314","v10225",64
"v39314","v23848",51
"v39314","v30175",28
"v39314","v35469",9
"v39314","v41895",4
"v39314","v42274",37
"v39314","v44625",76
"v39314","v45715",65
"v39315","v12838",32
"v39315","v30239",17
"v39315","v35663",58
"v39315","v38896",45
"v39315","v43268",91
"v39315","v46777",59
"v39315","v46778",55
"v39315","v46779",79
"v39315","v46780",93
"v39315","v46781",51
"v39317","v31704",87
"v39317","v33233",82
"v39317","v35382",53
"v39317","v42092",98
"v39317","v43207",46
"v39317","v47686",95
"v39317","v47687",17
"v39317","v47688",12
"v39317","v47689",58
"v39317","v47690",61
"v39325","v8247",69
"v39325","v15352",99
"v39325","v21753",43
"v39325","v22298",45
"v39325","v31739",32
"v39325","v32232",92
"v39325","v42662",56
"v39325","v42751",65
"v39325","v42752",38
"v39325","v42753",18
"v39335","v2814",11
"v39335","v8343",11
"v39335","v28168",42
"v39335","v33741",77
"v39335","v36263",22
"v39335","v38686",99
"v39335","v39194",82
"v39335","v41275",85
"v39335","v41276",63
"v39335","v41277",44
"v39336","v2133",96
"v39336","v6560",35
"v39336","v7938",65
"v39336","v10498",88
"v39336","v11280",7
"v39336","v34726",68
"v39336","v36569",90
"v39336","v41278",53
"v39336","v41279",87
"v39336","v41280",22
"v39338","v1737",54
"v39338","v3910",49
"v39338","v10708",55
"v39338","v16697",93
"v39338","v17292",18
"v39338","v20887",97
"v39338","v28103",6
"v39338","v28536",4
"v39338","v39482",41
"v39338","v41281",19
"v39351","v2089",17
"v39351","v2363",97
"v39351","v11865",7
"v39351","v18976",23
"v39351","v37510",70
"v39352","v1077",71
"v39352","v1591",74
"v39352","v3253",88
"v39352","v13223",78
"v39352","v14133",35
"v39352","v19096",56
"v39352","v27165",4
"v39352","v30634",87
"v39352","v33833",76
"v39352","v40142",17
"v39358","v3082",55
"v39358","v12050",78
"v39358","v36543",17
"v39358","v46103",60
"v39358","v46104",5
"v39358","v46105",76
"v39358","v46106",91
"v39358","v46107",34
"v39358","v46108",1
"v39358","v46109",2
"v39368","v4470",80
"v39368","v7868",47
"v39368","v13059",52
"v39368","v19454",62
"v39368","v29533",81
"v39368","v39369",48
"v39368","v39370",5
"v39372","v3293",16
"v39372","v4786",83
"v39372","v25072",81
"v39372","v36290",95
"v39372","v38740",63
"v39372","v40035",63
"v39372","v40036",97
"v39372","v40037",59
"v39372","v40038",14
"v39372","v40039",28
"v39375","v8073",16
"v39375","v14642",97
"v39375","v24441",41
"v39375","v26901",50
"v39375","v28705",65
"v39375","v33361",100
"v39375","v34070",53
"v39375","v40944",93
"v39375","v40945",15
"v39375","v40946",78
"v39379","v3808",92
"v39379","v11712",91
"v39379","v23441",49
"v39379","v30392",38
"v39379","v33173",43
"v39379","v35422",54
"v39379","v40001",8
"v39379","v40002",29
"v39379","v40003",75
"v39379","v40004",83
"v39383","v209",27
"v39383","v1081",52
"v39383","v2012",46
"v39383","v2042",5
"v39383","v4385",68
"v39383","v4721",48
"v39383","v6152",98
"v39383","v47275",98
"v39383","v47276",96
"v39383","v47277",27
"v39390","v3350",68
"v39390","v22947",68
"v39390","v28816",17
"v39390","v31251",30
"v39390","v31719",23
"v39390","v38891",88
"v39390","v40288",50
"v39390","v41972",31
"v39390","v41973",89
"v39390","v41974",64
"v39392","v12297",47
"v39401","v620",24
"v39401","v1745",63
"v39401","v23800",98
"v39401","v36063",88
"v39401","v38439",54
"v39401","v47689",68
"v39401","v48465",59
"v39401","v48991",8
"v39401","v48992",18
"v39401","v48993",8
"v39405","v3682",56
"v39405","v20456",9
"v39405","v26731",74
"v39405","v30158",64
"v39405","v35982",82
"v39405","v40589",60
"v39405","v40590",41
"v39405","v40591",74
"v39405","v40592",68
"v39405","v40593",66
"v39409","v1057",66
"v39409","v2107",92
"v39409","v4560",69
"v39409","v8916",46
"v39409","v13217",52
"v39409","v24321",79
"v39409","v29501",18
"v39409","v37568",27
"v39409","v40594",56
"v39409","v40595",80
"v39410","v3544",70
"v39410","v9806",74
"v39410","v15913",82
"v39410","v25457",38
"v39410","v26287",53
"v39410","v37789",62
"v39410","v41174",74
"v39410","v42019",54
"v39410","v42020",100
"v39410","v42021",89
"v39412","v5543",91
"v39412","v27187",13
"v39412","v28603",56
"v39412","v36380",67
"v39412","v37324",30
"v39412","v39415",92
"v39412","v41557",10
"v39412","v42022",58
"v39412","v42023",9
"v39415","v2378",7
"v39415","v35491",93
"v39415","v36083",18
"v39415","v38384",28
"v39415","v41967",100
"v39415","v41968",78
"v39415","v41969",4
"v39415","v41970",71
"v39415","v41971",1
"v39418","v6828",28
"v39418","v14915",25
"v39418","v16723",22
"v39418","v24490",26
"v39418","v31805",70
"v39418","v36012",84
"v39418","v41667",19
"v39418","v41668",71
"v39418","v41669",6
"v39418","v41670",33
"v39431","v1506",20
"v39431","v10364",56
"v39431","v13316",33
"v39431","v18296",41
"v39431","v19923",40
"v39431","v23488",8
"v39431","v26720",37
"v39431","v27425",48
"v39431","v31305",26
"v39431","v43145",33
"v39434","v10033",38
"v39434","v35737",61
"v39434","v38421",41
"v39434","v39720",26
"v39434","v44469",3
"v39434","v45878",73
"v39434","v45879",78
"v39434","v45880",31
"v39434","v45881",47
"v39435","v1669",57
"v39435","v4442",61
"v39435","v18985",5
"v39435","v23914",4
"v39435","v46877",71
"v39435","v46878",7
"v39435","v46879",28
"v39435","v46880",73
"v39435","v46881",8
"v39435","v46882",16
"v39437","v7400",99
"v39437","v8234",90
"v39437","v29112",29
"v39437","v31283",57
"v39437","v39151",27
"v39437","v43126",1
"v39437","v45433",53
"v39437","v47137",98
"v39437","v47138",26
"v39437","v47139",58
"v39438","v2462",94
"v39438","v6098",49
"v39438","v37749",43
"v39443","v8772",46
"v39443","v16348",91
"v39443","v18762",4
"v39443","v41997",59
"v39443","v43828",44
"v39443","v43829",8
"v39443","v43830",20
"v39443","v43831",11
"v39443","v43832",79
"v39443","v43833",7
"v39452","v18733",32
"v39452","v28264",85
"v39452","v30665",75
"v39452","v40835",51
"v39452","v41359",66
"v39452","v46407",95
"v39452","v46408",39
"v39452","v46409",65
"v39457","v1134",2
"v39457","v1621",55
"v39457","v5763",72
"v39457","v6695",97
"v39457","v20947",41
"v39457","v34925",64
"v39457","v37734",87
"v39457","v38346",85
"v39457","v40087",69
"v39458","v741",15
"v39458","v3683",18
"v39458","v19638",34
"v39458","v32883",43
"v39458","v36665",41
"v39458","v40088",44
"v39458","v40089",45
"v39458","v40090",21
"v39458","v40091",12
"v39458","v40092",89
"v39459","v39279",30
"v39459","v40093",8
"v39460","v14146",39
"v39460","v19096",100
"v39460","v27685",50
"v39460","v32282",57
"v39460","v37828",20
"v39460","v39707",5
"v39460","v40094",24
"v39460","v40095",6
"v39460","v40096",7
"v39460","v40097",83
"v39465","v10256",13
"v39465","v18020",75
"v39465","v29734",33
"v39465","v33827",40
"v39465","v42216",82
"v39465","v52793",38
"v39465","v52794",19
"v39465","v52795",21
"v39465","v52796",4
"v39465","v52797",72
"v39466","v1079",86
"v39466","v13333",57
"v39466","v21598",6
"v39466","v35063",46
"v39466","v38491",53
"v39466","v39465",67
"v39466","v45446",41
"v39466","v54571",99
"v39466","v54572",53
"v39466","v54573",94
"v39467","v5337",29
"v39467","v8339",39
"v39467","v13723",50
"v39467","v14821",32
"v39467","v33221",39
"v39467","v33824",25
"v39467","v38859",59
"v39467","v44481",73
"v39467","v47357",47
"v39467","v50961",65
"v39471","v35948",49
"v39471","v41590",2
"v39471","v41591",92
"v39472","v2820",86
"v39472","v10852",36
"v39472","v11544",80
"v39472","v21855",94
"v39472","v22970",15
"v39472","v28398",26
"v39472","v36559",41
"v39472","v41592",4
"v39472","v41593",33
"v39472","v41594",5
"v39473","v1484",100
"v39473","v1737",97
"v39473","v2911",41
"v39473","v18726",27
"v39473","v19603",99
"v39473","v24885",32
"v39473","v30883",14
"v39473","v35883",16
"v39473","v39013",93
"v39473","v41595",85
"v39481","v5726",8
"v39482","v11675",44
"v39482","v42623",66
"v39482","v42624",4
"v39483","v355",54
"v39483","v2351",33
"v39483","v7194",87
"v39483","v10673",46
"v39483","v17182",55
"v39483","v18448",13
"v39483","v43644",95
"v39483","v44654",20
"v39483","v46450",57
"v39483","v46451",97
"v39484","v2070",84
"v39484","v2387",76
"v39484","v3836",39
"v39484","v16529",91
"v39484","v17059",99
"v39484","v29106",76
"v39484","v44117",87
"v39484","v47740",73
"v39484","v47741",26
"v39489","v8414",63
"v39489","v9804",36
"v39489","v13365",17
"v39489","v36042",63
"v39489","v39509",66
"v39489","v39510",9
"v39489","v39511",92
"v39489","v39512",80
"v39492","v20932",97
